58.800,-22.900,14.200
50.700,-10.400,3.800
-50.700,-10.700,5.900
58.100,-9.700,6.100
52.000,-0.700,3.200
62.500,-1.800,2.500
-32.200,-31.600,-16.600
-25.600,-22.400,-23.800
-3.800,46.800,-12.700
1.700,57.300,22.500
5.900,53.700,8.700
-5.600,-64.400,23.800
-2.300,64.800,9.800
-1.200,64.900,9.800
9.900,44.800,-8.600
5.000,61.100,-5.000
8.700,-43.800,25.900
0.000,31.600,12.700
9.700,-43.800,25.900
-4.200,-50.200,40.200
-21.900,42.000,37.200
-3.100,-50.200,40.300
-7.200,38.200,-7.800
-36.800,-86.000,-9.900
52.200,-31.500,-1.200
49.100,-31.600,-1.200
48.300,-18.300,-9.300
-52.000,-21.000,-12.300
-56.100,-58.000,10.200
-54.200,16.700,14.200
-45.600,22.400,-2.400
-55.000,-58.000,10.200
-59.200,-54.400,24.000
49.600,-52.200,20.600
-18.200,20.400,54.800
-25.600,18.900,53.700
-55.700,-44.100,-8.100
-35.100,-62.600,45.200
-54.900,-51.200,-10.100
-34.000,-62.600,45.200
-38.300,-62.500,58.600
-35.400,-76.500,51.100
-57.900,-44.400,-9.200
-45.600,-62.600,33.700
-54.900,-52.600,-15.500
-26.100,41.300,47.300
-56.100,-60.300,43.100
-53.200,-27.300,34.800
-64.000,-38.700,25.500
40.000,-15.000,-4.500
-48.900,-24.800,35.600
62.000,-22.800,47.900
-54.300,-31.100,45.600
-63.000,-38.700,25.500
-65.100,-38.800,25.400
6.300,-13.900,31.500
-1.200,-16.700,29.600
36.600,-65.700,45.200
3.800,-67.500,44.800
1.700,-67.200,38.000
-5.700,-70.400,30.500
11.100,-70.800,15.300
12.100,-73.000,6.800
8.200,-63.000,11.500
-8.000,-74.200,7.600
13.200,-73.000,6.800
-6.600,-62.900,8.900
36.500,53.100,-8.400
33.400,56.200,7.800
37.500,53.100,-8.400
28.500,31.500,43.700
51.900,-44.100,42.700
44.200,-56.100,43.600
45.300,-56.100,43.600
-1.600,7.700,59.800
-24.900,7.400,60.400
-6.600,17.900,48.800
7.000,14.200,46.400
-25.900,48.100,31.400
24.900,53.400,27.200
0.000,31.100,27.400
-6.400,27.600,18.900
44.900,13.000,1.600
47.000,10.300,-4.600
37.600,13.900,1.200
9.500,31.100,18.600
3.300,34.000,25.800
3.300,34.900,29.000
-47.800,17.800,-7.200
-31.500,36.700,30.100
-24.900,48.200,31.400
22.700,52.500,23.900
47.500,-9.500,45.100
48.500,-11.400,42.100
-53.800,-10.000,33.800
-36.000,-16.000,43.200
-38.200,-17.600,41.200
30.400,-20.300,51.200
-35.200,-27.400,62.200
40.800,-24.000,65.600
-21.200,-13.900,66.700
-36.100,-18.700,66.100
-41.500,-23.000,54.500
23.000,-18.000,73.000
32.500,-21.300,68.200
32.300,-27.300,53.700
41.900,-24.000,65.600
-19.200,-18.700,73.300
-27.800,-26.600,56.600
49.600,-11.400,42.100
32.100,-34.600,-15.600
-18.500,6.700,57.300
-22.800,6.600,57.200
21.700,13.600,51.400
-32.400,-37.900,-15.400
-36.700,-84.300,25.700
-43.900,-76.300,27.400
5.200,-56.300,53.900
11.200,-66.600,56.000
-5.300,-51.600,64.000
-17.300,-70.200,52.700
-35.700,-84.300,25.700
-28.100,-37.000,-12.100
25.300,30.600,40.400
28.700,39.300,40.000
9.500,-51.500,9.400
10.600,-51.700,42.000
26.400,30.600,40.400
24.400,-5.800,48.300
28.600,-5.600,52.900
-49.100,7.400,32.900
-48.200,2.700,31.500
-44.900,7.000,30.800
-18.400,-70.300,52.600
-53.000,20.000,22.600
-48.100,-35.500,53.300
-35.500,-38.000,42.800
-50.900,-61.800,-4.700
39.300,-41.200,46.300
41.400,-42.700,44.400
5.900,-27.700,49.700
-54.900,-11.500,-22.000
-35.000,24.000,3.200
15.300,-32.500,64.300
-47.500,-53.300,-18.500
-42.900,-35.700,-22.800
-35.500,-36.600,-27.000
36.200,-39.100,-24.800
-41.400,-21.700,9.300
-30.900,-21.700,8.500
42.900,-23.900,11.800
30.200,-25.000,8.300
-62.700,-28.600,1.200
-57.500,-31.800,-7.100
-59.700,-35.500,-21.000
-51.300,-37.300,-28.300
-52.400,-35.300,-20.900
69.300,-24.900,5.900
60.700,-28.600,0.700
53.200,-35.000,-10.600
47.800,-38.000,-21.400
61.600,-37.700,-21.100
53.200,-35.900,-13.800
43.600,-38.100,-21.400
68.300,-20.700,21.900
-31.400,-0.600,47.100
-44.100,-1.000,54.800
-56.800,-4.400,42.800
-32.400,3.000,56.500
9.500,-9.800,51.000
37.100,-5.400,53.000
44.500,-4.400,56.400
50.800,-5.700,51.200
27.600,-6.500,49.700
35.000,-4.600,56.200
-58.000,-10.800,35.000
0.400,44.600,32.700
45.700,-37.500,-19.300
-53.500,-37.300,-28.400
-60.700,-31.600,-6.100
-25.100,-3.200,7.400
57.200,-2.800,23.900
-42.500,-21.400,-18.800
-34.100,-23.700,-28.200
-20.400,-22.000,-22.600
-7.100,1.400,36.100
-3.000,-4.900,28.400
1.100,-10.400,28.400
-64.400,-10.200,4.400
-38.000,-11.800,0.800
47.300,-16.500,-6.300
57.800,-20.800,-15.400
43.900,-26.600,-23.600
49.200,-27.600,-27.800
57.700,-22.700,-18.400
-50.800,-16.600,-4.200
-52.000,-22.100,-16.600
-43.300,-13.600,-5.700
29.100,-26.600,-22.800
55.600,-22.500,-17.300
54.600,-20.600,-14.400
-52.000,-23.200,-20.900
-27.500,-12.500,5.700
43.800,8.800,43.800
7.800,45.200,30.500
40.600,9.200,41.400
-8.900,13.300,27.100
-0.500,11.600,24.300
7.900,10.800,29.100
2.700,10.600,24.500
-58.800,1.200,34.900
56.300,1.700,28.600
62.500,-0.300,29.100
56.100,-5.000,19.800
64.600,-3.800,19.700
66.600,-5.900,15.700
-63.200,-6.100,11.500
-67.600,-14.600,0.700
-55.300,-25.900,-30.600
44.300,-9.700,6.900
-26.400,-12.500,5.700
20.700,-25.700,-18.700
38.600,-27.000,-24.800
-55.200,-23.600,-22.000
38.000,-11.600,0.400
-13.700,29.300,50.900
13.000,42.400,27.800
-58.900,-43.300,-5.000
-45.200,-43.200,-13.600
46.500,-50.000,-16.900
59.100,-50.300,-18.800
40.200,-48.800,-16.200
27.600,-45.700,-15.900
17.200,-38.800,-9.600
29.800,-42.200,-10.900
-57.600,-34.700,19.300
-55.600,-36.900,10.700
-34.400,-35.500,18.800
-45.000,-36.600,15.400
63.600,-42.200,-1.100
58.200,-44.800,-6.400
56.100,-46.500,-8.400
-40.100,-11.000,62.300
12.700,-11.700,72.700
5.200,-13.900,72.900
-12.700,-13.100,39.800
6.000,-22.700,39.800
37.900,-16.200,66.300
51.500,-19.200,58.200
55.700,-19.900,55.100
61.700,-33.200,20.700
-3.000,-3.700,70.800
-5.300,-12.700,36.600
46.500,-5.800,-40.900
-55.600,-38.100,6.500
-60.800,-34.500,20.300
44.400,-48.900,-12.700
13.500,-20.700,38.500
-44.100,-44.800,9.100
-46.300,-45.700,5.900
-57.900,-47.100,1.400
-62.000,-41.400,19.300
-66.200,-41.800,18.100
-55.800,-47.400,0.400
21.600,51.300,-14.000
-35.500,43.800,-9.500
-32.400,44.400,-7.300
8.700,40.100,-22.300
-19.900,-85.700,-18.500
19.100,-87.100,-14.000
12.900,-83.800,-13.600
-42.900,-79.100,16.700
7.000,-67.600,23.600
29.100,-68.200,32.100
37.300,-78.200,18.400
43.600,-79.500,13.200
6.400,-50.400,76.400
39.600,-73.200,4.100
33.200,-74.000,-2.600
-2.500,-68.900,19.100
0.500,52.300,-21.400
-11.000,54.200,-17.600
-7.000,44.800,-20.200
-6.000,-79.000,18.700
7.300,-98.000,8.000
-20.400,-66.400,63.100
-34.100,59.200,-1.100
29.200,56.500,0.900
-7.400,-94.100,-17.800
-6.400,-94.100,-17.800
-12.400,-82.900,-16.600
10.300,61.500,-16.200
32.300,-67.600,63.400
3.700,51.000,-22.200
11.000,49.100,-21.700
9.300,63.100,2.500
28.200,59.800,9.200
30.200,56.500,0.900
28.100,56.500,0.900
44.900,54.600,-7.400
55.700,-62.300,-9.900
51.600,-13.000,-22.600
-53.900,-12.300,-25.200
-24.100,-3.200,7.400
10.200,18.700,-20.500
37.500,-71.300,7.100
-25.100,-0.500,-32.400
-48.200,2.300,-20.000
0.000,28.400,42.500
4.200,29.300,53.600
-12.700,29.400,51.000
65.700,-1.700,2.600
57.100,-4.900,-4.900
60.200,-7.000,-8.900
55.900,-12.000,-19.300
55.900,-12.900,-22.500
-48.500,-8.300,-10.200
-55.900,-9.300,-13.500
-51.700,-11.200,-20.900
-44.400,-14.900,-35.700
-50.700,-12.000,-24.100
-41.200,-12.600,-27.100
-38.100,-14.200,-33.500
-33.900,-15.000,-36.600
-29.600,-12.900,-29.000
-12.700,-13.500,-28.500
-26.400,-12.500,-27.900
-36.200,17.200,35.800
35.200,4.700,16.300
25.500,-3.100,8.600
-37.700,0.600,14.300
-33.500,-0.700,13.500
-26.200,-3.200,7.400
16.900,29.900,54.900
62.700,6.600,17.800
45.500,-7.100,-8.100
42.500,-0.100,6.200
42.100,-14.500,-23.600
40.000,-15.700,-28.000
34.600,-17.200,-33.400
30.500,-15.900,-28.100
19.900,-15.600,-26.200
26.200,-15.700,-27.200
-11.600,28.500,47.800
55.800,23.800,-0.200
-42.400,-60.700,-1.300
-12.300,-39.200,-9.100
28.700,-43.800,-12.900
-57.700,-37.800,7.500
-25.200,-4.800,68.300
39.400,-38.100,58.100
-24.000,-0.500,-32.300
59.600,-34.100,17.500
62.200,-13.600,-25.600
28.200,19.100,38.200
17.900,29.900,55.000
51.700,-12.100,-19.400
-66.300,-42.900,13.900
-35.000,-17.900,18.900
-29.800,-61.700,-9.800
60.600,7.000,-5.900
29.200,56.800,2.000
27.100,-64.200,-6.900
21.000,-53.900,-8.900
-46.500,-53.300,-18.500
54.900,-51.500,-10.800
42.100,-55.300,-16.000
67.000,-32.000,41.900
65.800,-36.500,24.800
65.700,-41.800,8.900
66.600,-46.800,2.100
47.700,-42.900,9.800
-57.300,-23.400,54.100
-52.100,-26.500,50.400
-37.200,-22.100,53.300
-45.600,-20.800,62.900
9.400,-15.100,76.600
36.500,-27.200,53.700
49.200,-24.900,61.500
40.700,-29.600,48.700
53.400,-28.400,52.100
9.700,40.100,-22.300
-10.000,10.100,-18.300
-49.400,-0.800,-31.800
-46.200,-1.800,-36.000
-32.500,-1.800,-36.800
-26.200,-2.800,-40.900
-27.200,-1.100,-34.500
-54.100,20.000,22.600
-14.600,35.700,54.200
1.600,11.400,-5.900
4.600,5.400,-20.400
18.600,13.700,-2.600
-60.800,6.500,-3.100
-51.400,1.700,-22.200
-53.400,6.400,-4.000
-3.200,-11.600,65.600
-5.400,-17.300,48.600
-3.000,-46.400,0.300
60.800,15.900,11.500
56.300,3.300,-15.400
48.800,-1.500,-24.800
36.000,-5.200,-37.900
47.600,-5.800,-40.900
32.900,-4.700,-35.800
27.600,-5.700,-39.100
27.600,-4.300,-33.800
25.500,-2.400,-30.800
-33.100,14.000,10.700
-21.500,13.500,-0.100
-20.500,13.600,-0.100
51.900,-1.400,-24.700
-52.400,2.500,-19.000
19.600,13.700,-2.500
61.600,-37.900,23.800
52.800,-51.000,-8.700
15.500,19.300,-18.300
-46.400,30.700,20.700
-55.200,18.300,-0.700
-33.900,24.100,3.200
20.300,40.100,35.200
52.900,34.100,27.000
21.800,16.800,-19.900
24.900,12.600,-28.000
41.800,15.600,-13.600
51.100,7.000,-34.200
-46.900,14.300,-12.100
-41.800,7.700,-37.700
-25.900,9.200,-33.100
10.900,43.300,23.100
8.600,35.700,11.000
32.600,26.200,6.600
-46.100,-40.900,40.900
-40.400,-62.700,-8.800
5.200,-55.400,-1.200
29.400,-56.700,0.800
19.700,-66.100,-13.400
36.500,-67.000,-14.000
31.300,-67.400,-15.100
-17.400,-32.100,38.800
5.400,-48.100,14.300
-21.400,-22.700,58.200
-39.400,-26.100,67.400
8.000,-28.800,74.700
12.100,-31.500,68.500
1.700,-26.800,66.300
0.500,-31.200,53.600
25.800,-32.400,72.400
44.600,-41.300,45.400
-10.000,54.200,-17.600
-1.300,-21.700,73.100
-2.800,42.700,50.900
-2.700,-35.600,33.100
-24.500,-59.100,-4.600
-41.500,-64.100,-14.100
-5.600,-62.900,8.900
11.300,18.700,-20.500
52.200,7.100,-34.200
-24.800,9.200,-33.000
21.300,38.200,32.200
53.600,23.100,-2.400
-52.000,17.800,-2.800
30.200,-67.700,-16.200
-54.100,-62.400,-6.900
49.400,23.800,25.400
9.500,31.200,-22.900
13.700,31.600,-21.700
6.400,32.300,-14.200
51.800,32.700,-7.600
37.000,31.200,-12.100
41.100,27.900,-29.400
8.800,45.300,30.600
7.000,-65.300,3.000
-1.500,-68.900,19.100
-8.500,30.000,-22.000
0.400,44.800,33.800
-6.700,-67.300,-3.700
55.700,-61.000,32.500
6.700,45.200,30.500
-6.000,-40.200,57.400
8.600,-46.400,74.600
9.700,-46.400,74.600
29.200,59.800,9.300
-41.900,40.900,17.800
-42.100,35.900,-1.400
-31.600,33.600,-10.900
2.800,-26.700,66.300
-44.600,-20.800,62.900
-22.500,16.600,-5.200
19.800,19.200,-2.400
26.200,64.700,-5.200
-47.400,-8.200,-10.100
26.500,-5.700,6.900
-21.000,-5.500,6.800
-28.600,-16.400,7.500
52.700,-12.100,-19.400
-16.800,-50.200,70.200
27.200,-18.500,8.200
-49.200,-11.700,8.400
-54.800,-13.000,5.000
-16.600,57.500,30.500
-16.600,57.400,29.400
-7.300,41.700,13.100
7.200,42.300,22.600
-7.400,56.500,-3.600
11.700,52.600,1.600
-6.300,56.400,-7.100
-9.700,56.700,5.900
-5.300,66.600,3.800
9.500,53.300,-7.900
-18.600,-29.500,-14.700
-25.300,-29.600,-17.000
2.300,-20.900,33.000
-15.500,57.500,30.600
-5.000,41.300,1.400
4.000,40.200,-4.400
-6.000,38.700,-11.400
-8.200,38.600,-13.700
-3.000,43.300,27.100
6.300,38.800,-13.700
50.900,-60.600,34.400
10.600,-57.100,26.800
