Brain_id	well_id	batch_id	slab_num	slab_type	sample_ontology_id	sample_name	tissue_class	coarse_tissue_class	MNI_x	MNI_y	MNI_z	network_name
br1_H0351.2001	363	275-105	8	CX	4039	"Inferior frontal gyrus, triangular part, Left"	"Inferior frontal gyrus, triangular part"	"Inferior frontal gyrus, triangular part"	-42.100	35.900	-1.400	Z_restOfBrain
br1_H0351.2001	355	275-105	8	CX	4060	"lateral orbital gyrus, Left"	lateral orbital gyrus	lateral orbital gyrus	-31.600	33.600	-10.900	Z_restOfBrain
br1_H0351.2001	1153	275-112	24	CX	4076	"paracentral lobule, anterior part, Right, superior bank of gyrus"	"paracentral lobule, anterior part, superior bank of gyrus"	"paracentral lobule, anterior part"	2.800	-26.700	66.300	Z_restOfBrain
br1_H0351.2001	1161	275-112	22	CX	4088	"postcentral gyrus, Left, superior lateral aspect of gyrus"	"postcentral gyrus, superior lateral aspect of gyrus"	postcentral gyrus	-44.600	-20.800	62.900	Z_restOfBrain
br1_H0351.2001	1201	275-112	11	CX	4288	"Putamen, Left"	Putamen	Putamen	-22.500	16.600	-5.200	Z_restOfBrain
br1_H0351.2001	1185	275-112	11	CX	4289	"Putamen, Right"	Putamen	Putamen	19.800	19.200	-2.400	Z_restOfBrain
br1_H0351.2001	1195	275-112	2	CX	4890	"frontal pole, Left, superior aspect"	"frontal pole, superior aspect"	frontal pole	26.200	64.700	-5.200	Z_restOfBrain
br1_H0351.2001	1065	275-112	14	CX	4136	"superior temporal gyrus, Left, inferior bank of gyrus"	"superior temporal gyrus, inferior bank of gyrus"	superior temporal gyrus	-47.400	-8.200	-10.100	Z_restOfBrain
br1_H0351.2001	1170	275-112	15	CX	4289	"Putamen, Right"	Putamen	Putamen	26.500	-5.700	6.900	Z_restOfBrain
br1_H0351.2001	1218	275-112	15	CX	4288	"Putamen, Left"	Putamen	Putamen	-21.000	-5.500	6.800	Z_restOfBrain
br1_H0351.2001	1171	275-112	17	CX	4288	"Putamen, Left"	Putamen	Putamen	-28.600	-16.400	7.500	Z_restOfBrain
br1_H0351.2001	1169	275-112	14	CX	4146	"middle temporal gyrus, Right, inferior bank of gyrus"	"middle temporal gyrus, inferior bank of gyrus"	middle temporal gyrus	52.700	-12.100	-19.400	Z_restOfBrain
br1_H0351.2001	1219	275-112	28	CX	4098	"supraparietal lobule, Left, superior bank of gyrus"	"supraparietal lobule, superior bank of gyrus"	supraparietal lobule	-16.800	-50.200	70.200	Z_restOfBrain
br1_H0351.2001	1242	275-112	17	CX	4289	"Putamen, Right"	Putamen	Putamen	27.200	-18.500	8.200	Z_restOfBrain
br2_H0351.2002	4810	275-202	12	CX	4089	"postcentral gyrus, Left, inferior lateral aspect of gyrus"	"postcentral gyrus, inferior lateral aspect of gyrus"	postcentral gyrus	-49.200	-11.700	8.400	Auditory
br2_H0351.2002	4826	275-202	12	CX	4172	"planum temporale, Left"	planum temporale	planum temporale	-54.800	-13.000	5.000	Auditory
br2_H0351.2002	4562	275-201	4	CX	4024	"superior frontal gyrus, Left, lateral bank of gyrus"	"superior frontal gyrus, lateral bank of gyrus"	superior frontal gyrus	-16.600	57.500	30.500	dDMN
br2_H0351.2002	4586	275-201	4	CX	4024	"superior frontal gyrus, Left, lateral bank of gyrus"	"superior frontal gyrus, lateral bank of gyrus"	superior frontal gyrus	-16.600	57.400	29.400	dDMN
br2_H0351.2002	4665	275-201	6	CX	4223	"Cingulate gyrus, frontal part, Left, superior bank of gyrus"	"Cingulate gyrus, frontal part, superior bank of gyrus"	"Cingulate gyrus, frontal part"	-7.300	41.700	13.100	dDMN
br2_H0351.2002	4673	275-201	6	CX	4226	"Cingulate gyrus, frontal part, Right, superior bank of gyrus"	"Cingulate gyrus, frontal part, superior bank of gyrus"	"Cingulate gyrus, frontal part"	7.200	42.300	22.600	dDMN
br2_H0351.2002	4587	275-201	4	CX	4898	"superior rostral gyrus, Left"	superior rostral gyrus	superior rostral gyrus	-7.400	56.500	-3.600	dDMN
br2_H0351.2002	4595	275-201	4	CX	4899	"superior rostral gyrus, Right"	superior rostral gyrus	superior rostral gyrus	11.700	52.600	1.600	dDMN
br2_H0351.2002	4547	275-201	4	CX	4901	"inferior rostral gyrus, Left"	inferior rostral gyrus	inferior rostral gyrus	-6.300	56.400	-7.100	dDMN
br2_H0351.2002	4578	275-201	4	CX	4023	"superior frontal gyrus, Left, medial bank of gyrus"	"superior frontal gyrus, medial bank of gyrus"	superior frontal gyrus	-9.700	56.700	5.900	dDMN
br2_H0351.2002	4553	275-201	2	CX	4023	"superior frontal gyrus, Left, medial bank of gyrus"	"superior frontal gyrus, medial bank of gyrus"	superior frontal gyrus	-5.300	66.600	3.800	dDMN
br2_H0351.2002	4555	275-201	4	CX	4902	"inferior rostral gyrus, Right"	inferior rostral gyrus	inferior rostral gyrus	9.500	53.300	-7.900	dDMN
br2_H0351.2002	5098	275-207	14	CX	4244	"parahippocampal gyrus, Left, lateral bank of gyrus"	"parahippocampal gyrus, lateral bank of gyrus"	parahippocampal gyrus	-18.600	-29.500	-14.700	dDMN
br2_H0351.2002	5106	275-207	14	CX	4245	"parahippocampal gyrus, Left, bank of the cos"	"parahippocampal gyrus, bank of the cos"	parahippocampal gyrus	-25.300	-29.600	-17.000	dDMN
br2_H0351.2002	5155	275-205	16	CX	4227	"Cingulate gyrus, frontal part, Right, inferior bank of gyrus"	"Cingulate gyrus, frontal part, inferior bank of gyrus"	"Cingulate gyrus, frontal part"	2.300	-20.900	33.000	dDMN
br2_H0351.2002	4801	275-202	4	CX	4024	"superior frontal gyrus, Left, lateral bank of gyrus"	"superior frontal gyrus, lateral bank of gyrus"	superior frontal gyrus	-15.500	57.500	30.600	dDMN
br2_H0351.2002	4682	275-202	6	CX	4224	"Cingulate gyrus, frontal part, Left, inferior bank of gyrus"	"Cingulate gyrus, frontal part, inferior bank of gyrus"	"Cingulate gyrus, frontal part"	-5.000	41.300	1.400	dDMN
br2_H0351.2002	4690	275-202	6	CX	4227	"Cingulate gyrus, frontal part, Right, inferior bank of gyrus"	"Cingulate gyrus, frontal part, inferior bank of gyrus"	"Cingulate gyrus, frontal part"	4.000	40.200	-4.400	dDMN
br2_H0351.2002	4698	275-202	6	CX	4898	"superior rostral gyrus, Left"	superior rostral gyrus	superior rostral gyrus	-6.000	38.700	-11.400	dDMN
br2_H0351.2002	4611	275-202	6	CX	4901	"inferior rostral gyrus, Left"	inferior rostral gyrus	inferior rostral gyrus	-8.200	38.600	-13.700	dDMN
br2_H0351.2002	4649	275-202	6	CX	4023	"superior frontal gyrus, Left, medial bank of gyrus"	"superior frontal gyrus, medial bank of gyrus"	superior frontal gyrus	-3.000	43.300	27.100	dDMN
br2_H0351.2002	4993	275-204	6	CX	4902	"inferior rostral gyrus, Right"	inferior rostral gyrus	inferior rostral gyrus	6.300	38.800	-13.700	dDMN
br2_H0351.2002	4933	275-204	20	CX	4117	"angular gyrus, Right, inferior bank of gyrus"	"angular gyrus, inferior bank of gyrus"	angular gyrus	50.900	-60.600	34.400	dDMN
br2_H0351.2002	4965	275-204	20	CX	4124	"precuneus, Right,  inferior lateral bank of gyrus"	"precuneus,  inferior lateral bank of gyrus"	precuneus	10.600	-57.100	26.800	dDMN
br2_H0351.2002	4973	275-204	20	CX	4186	"cuneus, Left, peristriate"	"cuneus, peristriate"	cuneus	-2.800	-53.200	19.400	dDMN
br2_H0351.2002	5166	275-205	22	CX	4203	"occipito-temporal gyrus, Right, superior bank of gyrus"	"occipito-temporal gyrus, superior bank of gyrus"	occipito-temporal gyrus	30.200	-79.000	-14.800	high_Visual
br2_H0351.2002	5273	275-207	22	CX	4208	"inferior occipital gyrus, Left, inferior bank of gyrus"	"inferior occipital gyrus, inferior bank of gyrus"	inferior occipital gyrus	-33.700	-84.100	-6.200	high_Visual
br2_H0351.2002	5194	275-207	22	CX	4208	"inferior occipital gyrus, Left, inferior bank of gyrus"	"inferior occipital gyrus, inferior bank of gyrus"	inferior occipital gyrus	-32.600	-84.000	-3.900	high_Visual
br2_H0351.2002	5182	275-205	22	CX	4211	"inferior occipital gyrus, Right, inferior bank of gyrus"	"inferior occipital gyrus, inferior bank of gyrus"	inferior occipital gyrus	36.900	-78.500	-5.400	high_Visual
br2_H0351.2002	5095	275-205	22	CX	4211	"inferior occipital gyrus, Right, inferior bank of gyrus"	"inferior occipital gyrus, inferior bank of gyrus"	inferior occipital gyrus	39.100	-78.500	-6.500	high_Visual
br2_H0351.2002	4812	275-203	18	CX	4145	"middle temporal gyrus, Right, superior bank of gyrus"	"middle temporal gyrus, superior bank of gyrus"	middle temporal gyrus	57.700	-52.500	10.000	Language
br2_H0351.2002	4860	275-203	18	CX	4142	"middle temporal gyrus, Left, superior bank of gyrus"	"middle temporal gyrus, superior bank of gyrus"	middle temporal gyrus	-53.300	-57.300	22.000	Language
br2_H0351.2002	4804	275-203	18	CX	4139	"superior temporal gyrus, Right, inferior bank of gyrus"	"superior temporal gyrus, inferior bank of gyrus"	superior temporal gyrus	58.800	-51.300	13.500	Language
br2_H0351.2002	4915	275-203	14	CX	4139	"superior temporal gyrus, Right, inferior bank of gyrus"	"superior temporal gyrus, inferior bank of gyrus"	superior temporal gyrus	48.500	-18.200	-6.100	Language
br2_H0351.2002	4923	275-203	14	CX	4145	"middle temporal gyrus, Right, superior bank of gyrus"	"middle temporal gyrus, superior bank of gyrus"	middle temporal gyrus	50.700	-18.200	-8.400	Language
br2_H0351.2002	4852	275-203	18	CX	4107	"supramarginal gyrus, Left, inferior bank of gyrus"	"supramarginal gyrus, inferior bank of gyrus"	supramarginal gyrus	-50.000	-54.700	32.400	Language
br2_H0351.2002	4955	275-205	14	CX	4142	"middle temporal gyrus, Left, superior bank of gyrus"	"middle temporal gyrus, superior bank of gyrus"	middle temporal gyrus	-57.900	-28.800	-6.600	Language
br2_H0351.2002	4693	275-202	12	CX	4139	"superior temporal gyrus, Right, inferior bank of gyrus"	"superior temporal gyrus, inferior bank of gyrus"	superior temporal gyrus	51.800	-6.400	-16.600	Language
br2_H0351.2002	4564	275-201	10	CX	4024	"superior frontal gyrus, Left, lateral bank of gyrus"	"superior frontal gyrus, lateral bank of gyrus"	superior frontal gyrus	-35.300	14.200	55.700	LECN
br2_H0351.2002	4556	275-201	10	CX	4030	"middle frontal gyrus, Left, superior bank of gyrus"	"middle frontal gyrus, superior bank of gyrus"	middle frontal gyrus	-40.900	14.000	53.300	LECN
br2_H0351.2002	5185	275-207	4	CX	4045	"inferior frontal gyrus, orbital part, Left"	"inferior frontal gyrus, orbital part"	"inferior frontal gyrus, orbital part"	-39.800	46.400	5.500	LECN
br2_H0351.2002	5102	275-207	22	CX	4098	"supraparietal lobule, Left, superior bank of gyrus"	"supraparietal lobule, superior bank of gyrus"	supraparietal lobule	-19.700	-72.900	60.100	LECN
br2_H0351.2002	4602	275-205	4	CX	4045	"inferior frontal gyrus, orbital part, Left"	"inferior frontal gyrus, orbital part"	"inferior frontal gyrus, orbital part"	-38.700	46.400	5.500	LECN
br2_H0351.2002	5130	275-205	20	CX	4114	"angular gyrus, Left, inferior bank of gyrus"	"angular gyrus, inferior bank of gyrus"	angular gyrus	-42.100	-67.300	44.100	LECN
br2_H0351.2002	5133	275-205	16	CX	4143	"middle temporal gyrus, Left, inferior bank of gyrus"	"middle temporal gyrus, inferior bank of gyrus"	middle temporal gyrus	-58.800	-46.400	-9.700	LECN
br2_H0351.2002	5149	275-205	16	CX	4151	"inferior temporal gyrus, Left, bank of mts"	"inferior temporal gyrus, bank of mts"	inferior temporal gyrus	-58.700	-46.500	-14.400	LECN
br2_H0351.2002	5124	275-207	16	CX	4107	"supramarginal gyrus, Left, inferior bank of gyrus"	"supramarginal gyrus, inferior bank of gyrus"	supramarginal gyrus	-63.700	-37.200	37.800	post_Salience
br2_H0351.2002	5154	275-205	16	CX	4109	"supramarginal gyrus, Right, superior bank of gyrus"	"supramarginal gyrus, superior bank of gyrus"	supramarginal gyrus	50.400	-30.200	58.700	post_Salience
br2_H0351.2002	5116	275-205	16	CX	4106	"supramarginal gyrus, Left, superior bank of gyrus"	"supramarginal gyrus, superior bank of gyrus"	supramarginal gyrus	-59.300	-36.900	46.100	post_Salience
br2_H0351.2002	4867	275-203	18	CX	4241	"Cingulate gyrus, retrosplenial part, Right, inferior bank of gyrus"	"Cingulate gyrus, retrosplenial part, inferior bank of gyrus"	"Cingulate gyrus, retrosplenial part"	2.500	-38.700	26.300	Precuneus
br2_H0351.2002	4851	275-205	18	CX	4238	"Cingulate gyrus, retrosplenial part, Left, inferior bank of gyrus"	"Cingulate gyrus, retrosplenial part, inferior bank of gyrus"	"Cingulate gyrus, retrosplenial part"	-0.900	-34.400	25.900	Precuneus
br2_H0351.2002	5147	275-205	16	CX	4226	"Cingulate gyrus, frontal part, Right, superior bank of gyrus"	"Cingulate gyrus, frontal part, superior bank of gyrus"	"Cingulate gyrus, frontal part"	11.200	-19.600	35.300	Precuneus
br2_H0351.2002	5103	275-205	22	CX	4186	"cuneus, Left, peristriate"	"cuneus, peristriate"	cuneus	-1.500	-75.900	28.500	Precuneus
br2_H0351.2002	5094	275-205	22	CX	4123	"precuneus, Right, superior lateral bank of gyrus"	"precuneus, superior lateral bank of gyrus"	precuneus	9.500	-71.800	45.900	Precuneus
br2_H0351.2002	5119	275-205	22	CX	4190	"cuneus, Right, striate"	"cuneus, striate"	cuneus	13.200	-76.100	15.600	prim_Visual
br2_H0351.2002	5111	275-205	22	CX	4187	"cuneus, Left, striate"	"cuneus, striate"	cuneus	-6.900	-78.800	8.700	prim_Visual
br2_H0351.2002	5143	275-205	22	CX	4197	"lingual gyrus, Right, striate"	"lingual gyrus, striate"	lingual gyrus	10.900	-76.200	13.200	prim_Visual
br2_H0351.2002	4981	275-204	20	CX	4193	"lingual gyrus, Left, peristriate"	"lingual gyrus, peristriate"	lingual gyrus	-11.500	-67.100	0.600	prim_Visual
br2_H0351.2002	4524	275-201	10	CX	4027	"superior frontal gyrus, Right, lateral bank of gyrus"	"superior frontal gyrus, lateral bank of gyrus"	superior frontal gyrus	26.300	16.300	54.500	RECN
br2_H0351.2002	4667	275-201	8	CX	4027	"superior frontal gyrus, Right, lateral bank of gyrus"	"superior frontal gyrus, lateral bank of gyrus"	superior frontal gyrus	18.400	27.900	46.300	RECN
br2_H0351.2002	4516	275-201	10	CX	4033	"middle frontal gyrus, Right, superior bank of gyrus"	"middle frontal gyrus, superior bank of gyrus"	middle frontal gyrus	31.900	15.200	52.200	RECN
br2_H0351.2002	4988	275-203	20	CX	4116	"angular gyrus, Right, superior bank of gyrus"	"angular gyrus, superior bank of gyrus"	angular gyrus	40.700	-56.900	51.700	RECN
br2_H0351.2002	4825	275-202	8	CX	4034	"middle frontal gyrus, Right, inferior bank of gyrus"	"middle frontal gyrus, inferior bank of gyrus"	middle frontal gyrus	42.100	27.600	24.000	RECN
br2_H0351.2002	4683	275-201	8	CX	4023	"superior frontal gyrus, Left, medial bank of gyrus"	"superior frontal gyrus, medial bank of gyrus"	superior frontal gyrus	-8.500	33.500	29.200	Salience
br2_H0351.2002	4699	275-201	8	CX	4026	"superior frontal gyrus, Right, medial bank of gyrus"	"superior frontal gyrus, medial bank of gyrus"	superior frontal gyrus	6.100	27.200	32.200	Salience
br2_H0351.2002	4681	275-201	6	CX	4024	"superior frontal gyrus, Left, lateral bank of gyrus"	"superior frontal gyrus, lateral bank of gyrus"	superior frontal gyrus	-24.400	44.300	35.300	Salience
br2_H0351.2002	4540	275-201	10	CX	4023	"superior frontal gyrus, Left, medial bank of gyrus"	"superior frontal gyrus, medial bank of gyrus"	superior frontal gyrus	-8.300	16.300	37.800	Salience
br2_H0351.2002	4548	275-201	10	CX	4026	"superior frontal gyrus, Right, medial bank of gyrus"	"superior frontal gyrus, medial bank of gyrus"	superior frontal gyrus	1.700	17.800	47.200	Salience
br2_H0351.2002	4532	275-201	10	CX	4226	"Cingulate gyrus, frontal part, Right, superior bank of gyrus"	"Cingulate gyrus, frontal part, superior bank of gyrus"	"Cingulate gyrus, frontal part"	-8.300	17.200	33.000	Salience
br2_H0351.2002	4628	275-205	8	CX	4226	"Cingulate gyrus, frontal part, Right, superior bank of gyrus"	"Cingulate gyrus, frontal part, superior bank of gyrus"	"Cingulate gyrus, frontal part"	5.100	27.100	28.600	Salience
br2_H0351.2002	4689	275-205	6	CX	4030	"middle frontal gyrus, Left, superior bank of gyrus"	"middle frontal gyrus, superior bank of gyrus"	middle frontal gyrus	-28.800	41.900	29.600	Salience
br2_H0351.2002	4620	275-202	8	CX	4223	"Cingulate gyrus, frontal part, Left, superior bank of gyrus"	"Cingulate gyrus, frontal part, superior bank of gyrus"	"Cingulate gyrus, frontal part"	-8.400	33.300	24.500	Salience
br2_H0351.2002	4641	275-202	6	CX	4033	"middle frontal gyrus, Right, superior bank of gyrus"	"middle frontal gyrus, superior bank of gyrus"	middle frontal gyrus	26.100	42.900	32.000	Salience
br2_H0351.2002	4986	275-203	14	CX	4087	"postcentral gyrus, Left, bank of the central sulcus"	"postcentral gyrus, bank of the central sulcus"	postcentral gyrus	-39.400	-17.900	47.900	Sensorimotor
br2_H0351.2002	4979	275-203	14	CX	4073	"paracentral lobule, anterior part, Left, superior bank of gyrus"	"paracentral lobule, anterior part, superior bank of gyrus"	"paracentral lobule, anterior part"	-2.500	-12.500	58.200	Sensorimotor
br2_H0351.2002	5179	275-207	16	CX	4087	"postcentral gyrus, Left, bank of the central sulcus"	"postcentral gyrus, bank of the central sulcus"	postcentral gyrus	-25.900	-27.000	61.800	Sensorimotor
br2_H0351.2002	5146	275-205	16	CX	4095	"postcentral gyrus, Right, bank of the posterior central sulcus"	"postcentral gyrus, bank of the posterior central sulcus"	postcentral gyrus	40.200	-28.100	60.900	Sensorimotor
br2_H0351.2002	5171	275-205	16	CX	4015	"precentral gyrus, Left, bank of the central sulcus"	"precentral gyrus, bank of the central sulcus"	precentral gyrus	-21.500	-26.700	68.800	Sensorimotor
br2_H0351.2002	5092	275-205	16	CX	4088	"postcentral gyrus, Left, superior lateral aspect of gyrus"	"postcentral gyrus, superior lateral aspect of gyrus"	postcentral gyrus	-31.600	-26.800	70.000	Sensorimotor
br2_H0351.2002	5099	275-205	16	CX	4093	"postcentral gyrus, Right, superior lateral aspect of gyrus"	"postcentral gyrus, superior lateral aspect of gyrus"	postcentral gyrus	31.300	-28.200	63.200	Sensorimotor
br2_H0351.2002	5025	275-204	14	CX	4020	"precentral gyrus, Right, bank of the central sulcus"	"precentral gyrus, bank of the central sulcus"	precentral gyrus	45.800	-14.400	43.100	Sensorimotor
br2_H0351.2002	5033	275-204	14	CX	4092	"postcentral gyrus, Right, bank of the central sulcus"	"postcentral gyrus, bank of the central sulcus"	postcentral gyrus	49.200	-15.400	45.600	Sensorimotor
br2_H0351.2002	4844	275-203	18	CX	4241	"Cingulate gyrus, retrosplenial part, Right, inferior bank of gyrus"	"Cingulate gyrus, retrosplenial part, inferior bank of gyrus"	"Cingulate gyrus, retrosplenial part"	11.800	-47.000	1.200	vDMN
br2_H0351.2002	5134	275-207	22	CX	4214	"superior occipital gyrus, Left, superior bank of gyrus"	"superior occipital gyrus, superior bank of gyrus"	superior occipital gyrus	-32.900	-82.600	40.800	vDMN
br2_H0351.2002	5201	275-207	22	CX	4117	"angular gyrus, Right, inferior bank of gyrus"	"angular gyrus, inferior bank of gyrus"	angular gyrus	38.800	-76.200	29.800	vDMN
br2_H0351.2002	5142	275-207	22	CX	4117	"angular gyrus, Right, inferior bank of gyrus"	"angular gyrus, inferior bank of gyrus"	angular gyrus	40.000	-76.200	29.800	vDMN
br2_H0351.2002	5150	275-205	22	CX	4217	"superior occipital gyrus, Right, superior bank of gyrus"	"superior occipital gyrus, superior bank of gyrus"	superior occipital gyrus	50.000	-76.100	28.700	vDMN
br2_H0351.2002	4675	275-202	8	CX	4033	"middle frontal gyrus, Right, superior bank of gyrus"	"middle frontal gyrus, superior bank of gyrus"	middle frontal gyrus	21.800	27.800	40.400	vDMN
br2_H0351.2002	4917	275-204	20	CX	4121	"precuneus, Left, inferior lateral bank of gyrus"	"precuneus, inferior lateral bank of gyrus"	precuneus	-2.000	-52.100	51.100	vDMN
br2_H0351.2002	4925	275-204	20	CX	4123	"precuneus, Right, superior lateral bank of gyrus"	"precuneus, superior lateral bank of gyrus"	precuneus	2.400	-53.800	65.500	vDMN
br2_H0351.2002	5118	275-209	22	CX	4113	"angular gyrus, Left, superior bank of gyrus"	"angular gyrus, superior bank of gyrus"	angular gyrus	-27.300	-79.200	39.400	vDMN
br2_H0351.2002	4572	275-201	10	CX	4012	"precentral gyrus, Left, bank of the precentral sulcus"	"precentral gyrus, bank of the precentral sulcus"	precentral gyrus	-50.700	7.300	22.000	Visuospatial
br2_H0351.2002	4603	275-201	10	CX	4034	"middle frontal gyrus, Right, inferior bank of gyrus"	"middle frontal gyrus, inferior bank of gyrus"	middle frontal gyrus	48.900	13.700	31.200	Visuospatial
br2_H0351.2002	4677	275-201	12	CX	4030	"middle frontal gyrus, Left, superior bank of gyrus"	"middle frontal gyrus, superior bank of gyrus"	middle frontal gyrus	-25.100	-0.700	64.100	Visuospatial
br2_H0351.2002	4905	275-203	10	CX	4034	"middle frontal gyrus, Right, inferior bank of gyrus"	"middle frontal gyrus, inferior bank of gyrus"	middle frontal gyrus	50.000	13.700	31.200	Visuospatial
br2_H0351.2002	4883	275-203	18	CX	4090	"postcentral gyrus, Left, bank of the posterior central sulcus"	"postcentral gyrus, bank of the posterior central sulcus"	postcentral gyrus	-43.500	-46.300	51.700	Visuospatial
br2_H0351.2002	5122	275-207	20	CX	4113	"angular gyrus, Left, superior bank of gyrus"	"angular gyrus, superior bank of gyrus"	angular gyrus	-29.900	-62.300	56.700	Visuospatial
br2_H0351.2002	5074	275-205	12	CX	4031	"middle frontal gyrus, Left, inferior bank of gyrus"	"middle frontal gyrus, inferior bank of gyrus"	middle frontal gyrus	-26.200	-0.900	57.100	Visuospatial
br2_H0351.2002	5162	275-205	16	CX	4110	"supramarginal gyrus, Right, inferior bank of gyrus"	"supramarginal gyrus, inferior bank of gyrus"	supramarginal gyrus	51.600	-32.600	50.700	Visuospatial
br2_H0351.2002	5170	275-205	16	CX	4110	"supramarginal gyrus, Right, inferior bank of gyrus"	"supramarginal gyrus, inferior bank of gyrus"	supramarginal gyrus	51.600	-32.700	48.400	Visuospatial
br2_H0351.2002	5108	275-205	16	CX	4090	"postcentral gyrus, Left, bank of the posterior central sulcus"	"postcentral gyrus, bank of the posterior central sulcus"	postcentral gyrus	-40.300	-34.200	49.400	Visuospatial
br2_H0351.2002	4645	275-202	12	CX	4027	"superior frontal gyrus, Right, lateral bank of gyrus"	"superior frontal gyrus, lateral bank of gyrus"	superior frontal gyrus	32.000	4.500	57.900	Visuospatial
br2_H0351.2002	4842	275-202	18	CX	4102	"supraparietal lobule, Right, inferior bank of gyrus"	"supraparietal lobule, inferior bank of gyrus"	supraparietal lobule	37.200	-46.100	48.300	Visuospatial
br2_H0351.2002	4858	275-202	18	CX	4102	"supraparietal lobule, Right, inferior bank of gyrus"	"supraparietal lobule, inferior bank of gyrus"	supraparietal lobule	38.300	-44.900	51.800	Visuospatial
br2_H0351.2002	7105	275-209	10	CX	4012	"precentral gyrus, Left, bank of the precentral sulcus"	"precentral gyrus, bank of the precentral sulcus"	precentral gyrus	-49.600	7.400	22.000	Visuospatial
br2_H0351.2002	4557	275-201	10	CX	4289	"Putamen, Right"	Putamen	Putamen	22.300	9.000	2.000	Z_restOfBrain
br2_H0351.2002	4588	275-201	10	CX	4043	"inferior frontal gyrus, opercular part, Right"	"inferior frontal gyrus, opercular part"	"inferior frontal gyrus, opercular part"	55.800	13.000	5.300	Z_restOfBrain
br2_H0351.2002	4596	275-201	10	CX	4058	"posterior orbital gyrus, Right"	posterior orbital gyrus	posterior orbital gyrus	31.400	8.500	-16.800	Z_restOfBrain
br2_H0351.2002	4604	275-201	10	CX	4906	"temporal pole, Right, superior aspect"	"temporal pole, superior aspect"	temporal pole	39.300	8.600	-18.000	Z_restOfBrain
br2_H0351.2002	4581	275-201	10	CX	4014	"precentral gyrus, Left, inferior lateral aspect of gyrus"	"precentral gyrus, inferior lateral aspect of gyrus"	precentral gyrus	-50.600	5.700	6.800	Z_restOfBrain
br2_H0351.2002	4573	275-201	10	CX	4069	"parolfactory gyri, Left"	parolfactory gyri	parolfactory gyri	-28.000	5.400	-15.500	Z_restOfBrain
br2_H0351.2002	4589	275-201	10	CX	4273	"Short Insular Gyri, Left"	Short Insular Gyri	Short Insular Gyri	-33.800	6.100	10.400	Z_restOfBrain
br2_H0351.2002	4597	275-201	10	CX	4903	"temporal pole, Left, superior aspect"	"temporal pole, superior aspect"	temporal pole	-49.300	5.300	-6.100	Z_restOfBrain
br2_H0351.2002	4541	275-201	10	CX	4904	"temporal pole, Left, inferior aspect"	"temporal pole, inferior aspect"	temporal pole	-37.800	4.300	-43.700	Z_restOfBrain
br2_H0351.2002	4517	275-201	10	CX	4907	"temporal pole, Right, inferior aspect"	"temporal pole, inferior aspect"	temporal pole	42.800	5.900	-35.400	Z_restOfBrain
br2_H0351.2002	4525	275-201	10	CX	4908	"temporal pole, Right, medial aspect"	"temporal pole, medial aspect"	temporal pole	24.900	5.300	-44.800	Z_restOfBrain
br2_H0351.2002	4533	275-201	10	CX	4907	"temporal pole, Right, inferior aspect"	"temporal pole, inferior aspect"	temporal pole	41.600	6.000	-33.100	Z_restOfBrain
br2_H0351.2002	4570	275-201	4	CX	4027	"superior frontal gyrus, Right, lateral bank of gyrus"	"superior frontal gyrus, lateral bank of gyrus"	superior frontal gyrus	9.100	53.900	41.600	Z_restOfBrain
br2_H0351.2002	4546	275-201	4	CX	4030	"middle frontal gyrus, Left, superior bank of gyrus"	"middle frontal gyrus, superior bank of gyrus"	middle frontal gyrus	-18.900	57.400	29.400	Z_restOfBrain
br2_H0351.2002	4554	275-201	4	CX	4033	"middle frontal gyrus, Right, superior bank of gyrus"	"middle frontal gyrus, superior bank of gyrus"	middle frontal gyrus	12.500	53.900	41.600	Z_restOfBrain
br2_H0351.2002	4538	275-201	2	CX	4030	"middle frontal gyrus, Left, superior bank of gyrus"	"middle frontal gyrus, superior bank of gyrus"	middle frontal gyrus	-16.400	63.900	-6.600	Z_restOfBrain
br2_H0351.2002	4530	275-201	2	CX	4031	"middle frontal gyrus, Left, inferior bank of gyrus"	"middle frontal gyrus, inferior bank of gyrus"	middle frontal gyrus	-16.400	63.600	-13.700	Z_restOfBrain
br2_H0351.2002	4514	275-201	2	CX	4026	"superior frontal gyrus, Right, medial bank of gyrus"	"superior frontal gyrus, medial bank of gyrus"	superior frontal gyrus	7.000	67.700	-3.400	Z_restOfBrain
br2_H0351.2002	4577	275-201	2	CX	4891	"frontal pole, Left, inferior aspect"	"frontal pole, inferior aspect"	frontal pole	-9.600	63.700	-14.800	Z_restOfBrain
br2_H0351.2002	4593	275-201	2	CX	4892	"frontal pole, Left, medial aspect"	"frontal pole, medial aspect"	frontal pole	-0.700	64.800	-19.600	Z_restOfBrain
br2_H0351.2002	4585	275-201	2	CX	4895	"frontal pole, Right, inferior aspect"	"frontal pole, inferior aspect"	frontal pole	10.500	67.100	-21.000	Z_restOfBrain
br2_H0351.2002	4601	275-201	2	CX	4896	"frontal pole, Right, medial aspect"	"frontal pole, medial aspect"	frontal pole	3.700	67.400	-9.200	Z_restOfBrain
br2_H0351.2002	4522	275-201	2	CX	4891	"frontal pole, Left, inferior aspect"	"frontal pole, inferior aspect"	frontal pole	-9.700	63.800	-12.500	Z_restOfBrain
br2_H0351.2002	4658	275-201	6	CX	4051	"medial orbital gyrus, Left"	medial orbital gyrus	medial orbital gyrus	-10.400	36.100	-21.800	Z_restOfBrain
