Brain_id	well_id	batch_id	slab_num	slab_type	sample_ontology_id	sample_name	tissue_class	coarse_tissue_class	MNI_x	MNI_y	MNI_z	network_name
br1_H0351.2001	1042	275-111	18	CX	4173	"planum temporale, Right"	planum temporale	planum temporale	58.800	-22.900	14.200	Auditory
br1_H0351.2001	948	275-113	16	CX	4167	"Heschl's gyrus, Right"	Heschl's gyrus	Heschl's gyrus	50.700	-10.400	3.800	Auditory
br1_H0351.2001	899	275-113	16	CX	4166	"Heschl's gyrus, Left"	Heschl's gyrus	Heschl's gyrus	-50.700	-10.700	5.900	Auditory
br1_H0351.2001	956	275-113	16	CX	4170	"transverse gyri, Right"	transverse gyri	transverse gyri	58.100	-9.700	6.100	Auditory
br1_H0351.2001	770	275-109	14	CX	4167	"Heschl's gyrus, Right"	Heschl's gyrus	Heschl's gyrus	52.000	-0.700	3.200	Auditory
br1_H0351.2001	778	275-109	14	CX	4173	"planum temporale, Right"	planum temporale	planum temporale	62.500	-1.800	2.500	Auditory
br1_H0351.2001	989	275-111	18	CX	4160	"fusiform gyrus, Left, bank of cos"	"fusiform gyrus, bank of cos"	fusiform gyrus	-32.200	-31.600	-16.600	dDMN
br1_H0351.2001	990	275-111	16	CX	4245	"parahippocampal gyrus, Left, bank of the cos"	"parahippocampal gyrus, bank of the cos"	parahippocampal gyrus	-25.600	-22.400	-23.800	dDMN
br1_H0351.2001	257	275-104	6	CX	4901	"inferior rostral gyrus, Left"	inferior rostral gyrus	inferior rostral gyrus	-3.800	46.800	-12.700	dDMN
br1_H0351.2001	225	275-104	6	CX	4023	"superior frontal gyrus, Left, medial bank of gyrus"	"superior frontal gyrus, medial bank of gyrus"	superior frontal gyrus	1.700	57.300	22.500	dDMN
br1_H0351.2001	233	275-105	6	CX	4899	"superior rostral gyrus, Right"	superior rostral gyrus	superior rostral gyrus	5.900	53.700	8.700	dDMN
br1_H0351.2001	282	275-104	28	CX	4121	"precuneus, Left, inferior lateral bank of gyrus"	"precuneus, inferior lateral bank of gyrus"	precuneus	-5.600	-64.400	23.800	dDMN
br1_H0351.2001	178	275-104	4	CX	4023	"superior frontal gyrus, Left, medial bank of gyrus"	"superior frontal gyrus, medial bank of gyrus"	superior frontal gyrus	-2.300	64.800	9.800	dDMN
br1_H0351.2001	186	275-104	4	CX	4023	"superior frontal gyrus, Left, medial bank of gyrus"	"superior frontal gyrus, medial bank of gyrus"	superior frontal gyrus	-1.200	64.900	9.800	dDMN
br1_H0351.2001	249	275-104	6	CX	4902	"inferior rostral gyrus, Right"	inferior rostral gyrus	inferior rostral gyrus	9.900	44.800	-8.600	dDMN
br1_H0351.2001	170	275-104	4	CX	4902	"inferior rostral gyrus, Right"	inferior rostral gyrus	inferior rostral gyrus	5.000	61.100	-5.000	dDMN
br1_H0351.2001	769	275-109	24	CX	4234	"Cingulate gyrus, parietal part, Right, inferior bank of gyrus"	"Cingulate gyrus, parietal part, inferior bank of gyrus"	"Cingulate gyrus, parietal part"	8.700	-43.800	25.900	dDMN
br1_H0351.2001	410	275-106	10	CX	4224	"Cingulate gyrus, frontal part, Left, inferior bank of gyrus"	"Cingulate gyrus, frontal part, inferior bank of gyrus"	"Cingulate gyrus, frontal part"	0.000	31.600	12.700	dDMN
br1_H0351.2001	445	275-106	24	CX	4234	"Cingulate gyrus, parietal part, Right, inferior bank of gyrus"	"Cingulate gyrus, parietal part, inferior bank of gyrus"	"Cingulate gyrus, parietal part"	9.700	-43.800	25.900	dDMN
br1_H0351.2001	401	275-106	26	CX	4121	"precuneus, Left, inferior lateral bank of gyrus"	"precuneus, inferior lateral bank of gyrus"	precuneus	-4.200	-50.200	40.200	dDMN
br1_H0351.2001	378	275-105	8	CX	4024	"superior frontal gyrus, Left, lateral bank of gyrus"	"superior frontal gyrus, lateral bank of gyrus"	superior frontal gyrus	-21.900	42.000	37.200	dDMN
br1_H0351.2001	361	275-105	26	CX	4121	"precuneus, Left, inferior lateral bank of gyrus"	"precuneus, inferior lateral bank of gyrus"	precuneus	-3.100	-50.200	40.300	dDMN
br1_H0351.2001	323	275-105	8	CX	4224	"Cingulate gyrus, frontal part, Left, inferior bank of gyrus"	"Cingulate gyrus, frontal part, inferior bank of gyrus"	"Cingulate gyrus, frontal part"	-7.200	38.200	-7.800	dDMN
br1_H0351.2001	275	275-104	28	CX	4200	"occipito-temporal gyrus, Left, superior bank of gyrus"	"occipito-temporal gyrus, superior bank of gyrus"	occipito-temporal gyrus	-36.800	-86.000	-9.900	high_Visual
br1_H0351.2001	1011	275-111	18	CX	4145	"middle temporal gyrus, Right, superior bank of gyrus"	"middle temporal gyrus, superior bank of gyrus"	middle temporal gyrus	52.200	-31.500	-1.200	Language
br1_H0351.2001	1019	275-111	18	CX	4145	"middle temporal gyrus, Right, superior bank of gyrus"	"middle temporal gyrus, superior bank of gyrus"	middle temporal gyrus	49.100	-31.600	-1.200	Language
br1_H0351.2001	955	275-113	16	CX	4145	"middle temporal gyrus, Right, superior bank of gyrus"	"middle temporal gyrus, superior bank of gyrus"	middle temporal gyrus	48.300	-18.300	-9.300	Language
br1_H0351.2001	900	275-113	16	CX	4142	"middle temporal gyrus, Left, superior bank of gyrus"	"middle temporal gyrus, superior bank of gyrus"	middle temporal gyrus	-52.000	-21.000	-12.300	Language
br1_H0351.2001	1265	275-115	24	CX	4142	"middle temporal gyrus, Left, superior bank of gyrus"	"middle temporal gyrus, superior bank of gyrus"	middle temporal gyrus	-56.100	-58.000	10.200	Language
br1_H0351.2001	539	275-107	12	CX	4042	"inferior frontal gyrus, opercular part, Left"	"inferior frontal gyrus, opercular part"	"inferior frontal gyrus, opercular part"	-54.200	16.700	14.200	Language
br1_H0351.2001	442	275-106	10	CX	4079	"frontal operculum, Left"	frontal operculum	frontal operculum	-45.600	22.400	-2.400	Language
br1_H0351.2001	506	275-106	24	CX	4142	"middle temporal gyrus, Left, superior bank of gyrus"	"middle temporal gyrus, superior bank of gyrus"	middle temporal gyrus	-55.000	-58.000	10.200	Language
br1_H0351.2001	482	275-106	24	CX	4107	"supramarginal gyrus, Left, inferior bank of gyrus"	"supramarginal gyrus, inferior bank of gyrus"	supramarginal gyrus	-59.200	-54.400	24.000	Language
br1_H0351.2001	398	275-106	24	CX	4271	"Long Insular Gyri, Right"	Long Insular Gyri	Long Insular Gyri	49.600	-52.200	20.600	Language
br1_H0351.2001	882	275-113	16	CX	4024	"superior frontal gyrus, Left, lateral bank of gyrus"	"superior frontal gyrus, lateral bank of gyrus"	superior frontal gyrus	-18.200	20.400	54.800	LECN
br1_H0351.2001	874	275-113	16	CX	4030	"middle frontal gyrus, Left, superior bank of gyrus"	"middle frontal gyrus, superior bank of gyrus"	middle frontal gyrus	-25.600	18.900	53.700	LECN
br1_H0351.2001	756	275-108	20	CX	4151	"inferior temporal gyrus, Left, bank of mts"	"inferior temporal gyrus, bank of mts"	inferior temporal gyrus	-55.700	-44.100	-8.100	LECN
br1_H0351.2001	681	275-108	28	CX	4099	"supraparietal lobule, Left, inferior bank of gyrus"	"supraparietal lobule, inferior bank of gyrus"	supraparietal lobule	-35.100	-62.600	45.200	LECN
br1_H0351.2001	644	275-108	22	CX	4150	"inferior temporal gyrus, Left, lateral bank of gyrus"	"inferior temporal gyrus, lateral bank of gyrus"	inferior temporal gyrus	-54.900	-51.200	-10.100	LECN
br1_H0351.2001	234	275-104	28	CX	4099	"supraparietal lobule, Left, inferior bank of gyrus"	"supraparietal lobule, inferior bank of gyrus"	supraparietal lobule	-34.000	-62.600	45.200	LECN
br1_H0351.2001	242	275-104	28	CX	4113	"angular gyrus, Left, superior bank of gyrus"	"angular gyrus, superior bank of gyrus"	angular gyrus	-38.300	-62.500	58.600	LECN
br1_H0351.2001	145	275-104	30	CX	4113	"angular gyrus, Left, superior bank of gyrus"	"angular gyrus, superior bank of gyrus"	angular gyrus	-35.400	-76.500	51.100	LECN
br1_H0351.2001	1337	275-115	20	CX	4151	"inferior temporal gyrus, Left, bank of mts"	"inferior temporal gyrus, bank of mts"	inferior temporal gyrus	-57.900	-44.400	-9.200	LECN
br1_H0351.2001	1243	275-115	26	CX	4172	"planum temporale, Left"	planum temporale	planum temporale	-45.600	-62.600	33.700	LECN
br1_H0351.2001	659	275-107	22	CX	4149	"inferior temporal gyrus, Left, bank of the its"	"inferior temporal gyrus, bank of the its"	inferior temporal gyrus	-54.900	-52.600	-15.500	LECN
br1_H0351.2001	465	275-106	10	CX	4024	"superior frontal gyrus, Left, lateral bank of gyrus"	"superior frontal gyrus, lateral bank of gyrus"	superior frontal gyrus	-26.100	41.300	47.300	LECN
br1_H0351.2001	1235	275-112	26	CX	4113	"angular gyrus, Left, superior bank of gyrus"	"angular gyrus, superior bank of gyrus"	angular gyrus	-56.100	-60.300	43.100	LECN
br1_H0351.2001	722	275-108	20	CX	4106	"supramarginal gyrus, Left, superior bank of gyrus"	"supramarginal gyrus, superior bank of gyrus"	supramarginal gyrus	-53.200	-27.300	34.800	post_Salience
br1_H0351.2001	873	275-113	22	CX	4107	"supramarginal gyrus, Left, inferior bank of gyrus"	"supramarginal gyrus, inferior bank of gyrus"	supramarginal gyrus	-64.000	-38.700	25.500	post_Salience
br1_H0351.2001	940	275-113	16	CX	4179	"planum polare, Right"	planum polare	planum polare	40.000	-15.000	-4.500	post_Salience
br1_H0351.2001	730	275-116	20	CX	4090	"postcentral gyrus, Left, bank of the posterior central sulcus"	"postcentral gyrus, bank of the posterior central sulcus"	postcentral gyrus	-48.900	-24.800	35.600	post_Salience
br1_H0351.2001	697	275-108	20	CX	4109	"supramarginal gyrus, Right, superior bank of gyrus"	"supramarginal gyrus, superior bank of gyrus"	supramarginal gyrus	62.000	-22.800	47.900	post_Salience
br1_H0351.2001	658	275-107	22	CX	4106	"supramarginal gyrus, Left, superior bank of gyrus"	"supramarginal gyrus, superior bank of gyrus"	supramarginal gyrus	-54.300	-31.100	45.600	post_Salience
br1_H0351.2001	666	275-107	22	CX	4107	"supramarginal gyrus, Left, inferior bank of gyrus"	"supramarginal gyrus, inferior bank of gyrus"	supramarginal gyrus	-63.000	-38.700	25.500	post_Salience
br1_H0351.2001	579	275-107	22	CX	4107	"supramarginal gyrus, Left, inferior bank of gyrus"	"supramarginal gyrus, inferior bank of gyrus"	supramarginal gyrus	-65.100	-38.800	25.400	post_Salience
br1_H0351.2001	1021	275-111	18	CX	4233	"Cingulate gyrus, parietal part, Right, superior bank of gyrus"	"Cingulate gyrus, parietal part, superior bank of gyrus"	"Cingulate gyrus, parietal part"	6.300	-13.900	31.500	Precuneus
br1_H0351.2001	685	275-108	20	CX	4231	"Cingulate gyrus, parietal part, Left, inferior bank of gyrus"	"Cingulate gyrus, parietal part, inferior bank of gyrus"	"Cingulate gyrus, parietal part"	-1.200	-16.700	29.600	Precuneus
br1_H0351.2001	202	275-104	28	CX	4116	"angular gyrus, Right, superior bank of gyrus"	"angular gyrus, superior bank of gyrus"	angular gyrus	36.600	-65.700	45.200	Precuneus
br1_H0351.2001	121	275-104	30	CX	4123	"precuneus, Right, superior lateral bank of gyrus"	"precuneus, superior lateral bank of gyrus"	precuneus	3.800	-67.500	44.800	Precuneus
br1_H0351.2001	161	275-104	30	CX	4121	"precuneus, Left, inferior lateral bank of gyrus"	"precuneus, inferior lateral bank of gyrus"	precuneus	1.700	-67.200	38.000	Precuneus
br1_H0351.2001	153	275-105	30	CX	4124	"precuneus, Right,  inferior lateral bank of gyrus"	"precuneus,  inferior lateral bank of gyrus"	precuneus	-5.700	-70.400	30.500	Precuneus
br1_H0351.2001	219	275-104	28	CX	4189	"cuneus, Right, peristriate"	"cuneus, peristriate"	cuneus	11.100	-70.800	15.300	prim_Visual
br1_H0351.2001	211	275-104	28	CX	4197	"lingual gyrus, Right, striate"	"lingual gyrus, striate"	lingual gyrus	12.100	-73.000	6.800	prim_Visual
br1_H0351.2001	298	275-105	26	CX	4197	"lingual gyrus, Right, striate"	"lingual gyrus, striate"	lingual gyrus	8.200	-63.000	11.500	prim_Visual
br1_H0351.2001	235	275-104	28	CX	4194	"lingual gyrus, Left, striate"	"lingual gyrus, striate"	lingual gyrus	-8.000	-74.200	7.600	prim_Visual
br1_H0351.2001	577	275-107	28	CX	4197	"lingual gyrus, Right, striate"	"lingual gyrus, striate"	lingual gyrus	13.200	-73.000	6.800	prim_Visual
br1_H0351.2001	497	275-106	26	CX	4194	"lingual gyrus, Left, striate"	"lingual gyrus, striate"	lingual gyrus	-6.600	-62.900	8.900	prim_Visual
br1_H0351.2001	146	275-104	4	CX	4061	"lateral orbital gyrus, Right"	lateral orbital gyrus	lateral orbital gyrus	36.500	53.100	-8.400	RECN
br1_H0351.2001	217	275-104	6	CX	4033	"middle frontal gyrus, Right, superior bank of gyrus"	"middle frontal gyrus, superior bank of gyrus"	middle frontal gyrus	33.400	56.200	7.800	RECN
br1_H0351.2001	585	275-107	4	CX	4061	"lateral orbital gyrus, Right"	lateral orbital gyrus	lateral orbital gyrus	37.500	53.100	-8.400	RECN
br1_H0351.2001	530	275-107	12	CX	4033	"middle frontal gyrus, Right, superior bank of gyrus"	"middle frontal gyrus, superior bank of gyrus"	middle frontal gyrus	28.500	31.500	43.700	RECN
br1_H0351.2001	475	275-106	24	CX	4110	"supramarginal gyrus, Right, inferior bank of gyrus"	"supramarginal gyrus, inferior bank of gyrus"	supramarginal gyrus	51.900	-44.100	42.700	RECN
br1_H0351.2001	489	275-106	26	CX	4116	"angular gyrus, Right, superior bank of gyrus"	"angular gyrus, superior bank of gyrus"	angular gyrus	44.200	-56.100	43.600	RECN
br1_H0351.2001	321	275-105	26	CX	4116	"angular gyrus, Right, superior bank of gyrus"	"angular gyrus, superior bank of gyrus"	angular gyrus	45.300	-56.100	43.600	RECN
br1_H0351.2001	970	275-111	18	CX	4023	"superior frontal gyrus, Left, medial bank of gyrus"	"superior frontal gyrus, medial bank of gyrus"	superior frontal gyrus	-1.600	7.700	59.800	Salience
br1_H0351.2001	994	275-111	18	CX	4030	"middle frontal gyrus, Left, superior bank of gyrus"	"middle frontal gyrus, superior bank of gyrus"	middle frontal gyrus	-24.900	7.400	60.400	Salience
br1_H0351.2001	905	275-113	16	CX	4023	"superior frontal gyrus, Left, medial bank of gyrus"	"superior frontal gyrus, medial bank of gyrus"	superior frontal gyrus	-6.600	17.900	48.800	Salience
br1_H0351.2001	913	275-113	16	CX	4026	"superior frontal gyrus, Right, medial bank of gyrus"	"superior frontal gyrus, medial bank of gyrus"	superior frontal gyrus	7.000	14.200	46.400	Salience
br1_H0351.2001	241	275-104	6	CX	4024	"superior frontal gyrus, Left, lateral bank of gyrus"	"superior frontal gyrus, lateral bank of gyrus"	superior frontal gyrus	-25.900	48.100	31.400	Salience
br1_H0351.2001	1249	275-115	8	CX	4033	"middle frontal gyrus, Right, superior bank of gyrus"	"middle frontal gyrus, superior bank of gyrus"	middle frontal gyrus	24.900	53.400	27.200	Salience
br1_H0351.2001	570	275-107	12	CX	4023	"superior frontal gyrus, Left, medial bank of gyrus"	"superior frontal gyrus, medial bank of gyrus"	superior frontal gyrus	0.000	31.100	27.400	Salience
br1_H0351.2001	483	275-107	12	CX	4223	"Cingulate gyrus, frontal part, Left, superior bank of gyrus"	"Cingulate gyrus, frontal part, superior bank of gyrus"	"Cingulate gyrus, frontal part"	-6.400	27.600	18.900	Salience
br1_H0351.2001	523	275-107	12	CX	4080	"frontal operculum, Right"	frontal operculum	frontal operculum	44.900	13.000	1.600	Salience
br1_H0351.2001	515	275-107	12	CX	4167	"Heschl's gyrus, Right"	Heschl's gyrus	Heschl's gyrus	47.000	10.300	-4.600	Salience
br1_H0351.2001	531	275-107	12	CX	4274	"Short Insular Gyri, Right"	Short Insular Gyri	Short Insular Gyri	37.600	13.900	1.200	Salience
br1_H0351.2001	518	275-107	12	CX	4226	"Cingulate gyrus, frontal part, Right, superior bank of gyrus"	"Cingulate gyrus, frontal part, superior bank of gyrus"	"Cingulate gyrus, frontal part"	9.500	31.100	18.600	Salience
br1_H0351.2001	554	275-107	12	CX	4026	"superior frontal gyrus, Right, medial bank of gyrus"	"superior frontal gyrus, medial bank of gyrus"	superior frontal gyrus	3.300	34.000	25.800	Salience
br1_H0351.2001	538	275-107	12	CX	4026	"superior frontal gyrus, Right, medial bank of gyrus"	"superior frontal gyrus, medial bank of gyrus"	superior frontal gyrus	3.300	34.900	29.000	Salience
br1_H0351.2001	434	275-106	10	CX	4045	"inferior frontal gyrus, orbital part, Left"	"inferior frontal gyrus, orbital part"	"inferior frontal gyrus, orbital part"	-47.800	17.800	-7.200	Salience
br1_H0351.2001	473	275-106	10	CX	4030	"middle frontal gyrus, Left, superior bank of gyrus"	"middle frontal gyrus, superior bank of gyrus"	middle frontal gyrus	-31.500	36.700	30.100	Salience
br1_H0351.2001	393	275-106	6	CX	4024	"superior frontal gyrus, Left, lateral bank of gyrus"	"superior frontal gyrus, lateral bank of gyrus"	superior frontal gyrus	-24.900	48.200	31.400	Salience
br1_H0351.2001	338	275-105	8	CX	4027	"superior frontal gyrus, Right, lateral bank of gyrus"	"superior frontal gyrus, lateral bank of gyrus"	superior frontal gyrus	22.700	52.500	23.900	Salience
br1_H0351.2001	1041	275-111	18	CX	4020	"precentral gyrus, Right, bank of the central sulcus"	"precentral gyrus, bank of the central sulcus"	precentral gyrus	47.500	-9.500	45.100	Sensorimotor
br1_H0351.2001	1049	275-111	18	CX	4092	"postcentral gyrus, Right, bank of the central sulcus"	"postcentral gyrus, bank of the central sulcus"	postcentral gyrus	48.500	-11.400	42.100	Sensorimotor
br1_H0351.2001	963	275-111	18	CX	4015	"precentral gyrus, Left, bank of the central sulcus"	"precentral gyrus, bank of the central sulcus"	precentral gyrus	-53.800	-10.000	33.800	Sensorimotor
br1_H0351.2001	746	275-108	20	CX	4015	"precentral gyrus, Left, bank of the central sulcus"	"precentral gyrus, bank of the central sulcus"	precentral gyrus	-36.000	-16.000	43.200	Sensorimotor
br1_H0351.2001	738	275-108	20	CX	4087	"postcentral gyrus, Left, bank of the central sulcus"	"postcentral gyrus, bank of the central sulcus"	postcentral gyrus	-38.200	-17.600	41.200	Sensorimotor
br1_H0351.2001	745	275-108	20	CX	4019	"precentral gyrus, Right, inferior lateral aspect of gyrus"	"precentral gyrus, inferior lateral aspect of gyrus"	precentral gyrus	30.400	-20.300	51.200	Sensorimotor
br1_H0351.2001	413	275-108	24	CX	4087	"postcentral gyrus, Left, bank of the central sulcus"	"postcentral gyrus, bank of the central sulcus"	postcentral gyrus	-35.200	-27.400	62.200	Sensorimotor
br1_H0351.2001	785	275-109	22	CX	4093	"postcentral gyrus, Right, superior lateral aspect of gyrus"	"postcentral gyrus, superior lateral aspect of gyrus"	postcentral gyrus	40.800	-24.000	65.600	Sensorimotor
br1_H0351.2001	602	275-107	22	CX	4013	"precentral gyrus, Left, superior lateral aspect of gyrus"	"precentral gyrus, superior lateral aspect of gyrus"	precentral gyrus	-21.200	-13.900	66.700	Sensorimotor
br1_H0351.2001	610	275-107	22	CX	4014	"precentral gyrus, Left, inferior lateral aspect of gyrus"	"precentral gyrus, inferior lateral aspect of gyrus"	precentral gyrus	-36.100	-18.700	66.100	Sensorimotor
br1_H0351.2001	634	275-107	22	CX	4087	"postcentral gyrus, Left, bank of the central sulcus"	"postcentral gyrus, bank of the central sulcus"	postcentral gyrus	-41.500	-23.000	54.500	Sensorimotor
br1_H0351.2001	649	275-107	22	CX	4018	"precentral gyrus, Right, superior lateral aspect of gyrus"	"precentral gyrus, superior lateral aspect of gyrus"	precentral gyrus	23.000	-18.000	73.000	Sensorimotor
br1_H0351.2001	657	275-107	22	CX	4019	"precentral gyrus, Right, inferior lateral aspect of gyrus"	"precentral gyrus, inferior lateral aspect of gyrus"	precentral gyrus	32.500	-21.300	68.200	Sensorimotor
br1_H0351.2001	641	275-107	22	CX	4020	"precentral gyrus, Right, bank of the central sulcus"	"precentral gyrus, bank of the central sulcus"	precentral gyrus	32.300	-27.300	53.700	Sensorimotor
br1_H0351.2001	625	275-107	22	CX	4093	"postcentral gyrus, Right, superior lateral aspect of gyrus"	"postcentral gyrus, superior lateral aspect of gyrus"	postcentral gyrus	41.900	-24.000	65.600	Sensorimotor
br1_H0351.2001	389	275-106	24	CX	4013	"precentral gyrus, Left, superior lateral aspect of gyrus"	"precentral gyrus, superior lateral aspect of gyrus"	precentral gyrus	-19.200	-18.700	73.300	Sensorimotor
br1_H0351.2001	405	275-106	24	CX	4014	"precentral gyrus, Left, inferior lateral aspect of gyrus"	"precentral gyrus, inferior lateral aspect of gyrus"	precentral gyrus	-27.800	-26.600	56.600	Sensorimotor
br1_H0351.2001	1057	275-112	18	CX	4092	"postcentral gyrus, Right, bank of the central sulcus"	"postcentral gyrus, bank of the central sulcus"	postcentral gyrus	49.600	-11.400	42.100	Sensorimotor
br1_H0351.2001	965	275-116	18	CX	4164	"fusiform gyrus, Right, bank of cos"	"fusiform gyrus, bank of cos"	fusiform gyrus	32.100	-34.600	-15.600	vDMN
br1_H0351.2001	978	275-112	18	CX	4024	"superior frontal gyrus, Left, lateral bank of gyrus"	"superior frontal gyrus, lateral bank of gyrus"	superior frontal gyrus	-18.500	6.700	57.300	vDMN
br1_H0351.2001	986	275-111	18	CX	4030	"middle frontal gyrus, Left, superior bank of gyrus"	"middle frontal gyrus, superior bank of gyrus"	middle frontal gyrus	-22.800	6.600	57.200	vDMN
br1_H0351.2001	929	275-113	16	CX	4033	"middle frontal gyrus, Right, superior bank of gyrus"	"middle frontal gyrus, superior bank of gyrus"	middle frontal gyrus	21.700	13.600	51.400	vDMN
br1_H0351.2001	716	275-108	20	CX	4160	"fusiform gyrus, Left, bank of cos"	"fusiform gyrus, bank of cos"	fusiform gyrus	-32.400	-37.900	-15.400	vDMN
br1_H0351.2001	673	275-108	30	CX	4114	"angular gyrus, Left, inferior bank of gyrus"	"angular gyrus, inferior bank of gyrus"	angular gyrus	-36.700	-84.300	25.700	vDMN
br1_H0351.2001	195	275-104	28	CX	4114	"angular gyrus, Left, inferior bank of gyrus"	"angular gyrus, inferior bank of gyrus"	angular gyrus	-43.900	-76.300	27.400	vDMN
br1_H0351.2001	226	275-104	28	CX	4123	"precuneus, Right, superior lateral bank of gyrus"	"precuneus, superior lateral bank of gyrus"	precuneus	5.200	-56.300	53.900	vDMN
br1_H0351.2001	113	275-104	30	CX	4101	"supraparietal lobule, Right, superior bank of gyrus"	"supraparietal lobule, superior bank of gyrus"	supraparietal lobule	11.200	-66.600	56.000	vDMN
br1_H0351.2001	218	275-104	28	CX	4120	"precuneus, Left,  superior lateral bank of gyrus"	"precuneus,  superior lateral bank of gyrus"	precuneus	-5.300	-51.600	64.000	vDMN
br1_H0351.2001	137	275-104	30	CX	4099	"supraparietal lobule, Left, inferior bank of gyrus"	"supraparietal lobule, inferior bank of gyrus"	supraparietal lobule	-17.300	-70.200	52.700	vDMN
br1_H0351.2001	185	275-104	30	CX	4114	"angular gyrus, Left, inferior bank of gyrus"	"angular gyrus, inferior bank of gyrus"	angular gyrus	-35.700	-84.300	25.700	vDMN
br1_H0351.2001	1313	275-115	20	CX	4245	"parahippocampal gyrus, Left, bank of the cos"	"parahippocampal gyrus, bank of the cos"	parahippocampal gyrus	-28.100	-37.000	-12.100	vDMN
br1_H0351.2001	546	275-107	12	CX	4027	"superior frontal gyrus, Right, lateral bank of gyrus"	"superior frontal gyrus, lateral bank of gyrus"	superior frontal gyrus	25.300	30.600	40.400	vDMN
br1_H0351.2001	409	275-106	10	CX	4033	"middle frontal gyrus, Right, superior bank of gyrus"	"middle frontal gyrus, superior bank of gyrus"	middle frontal gyrus	28.700	39.300	40.000	vDMN
br1_H0351.2001	461	275-106	24	CX	4124	"precuneus, Right,  inferior lateral bank of gyrus"	"precuneus,  inferior lateral bank of gyrus"	precuneus	9.500	-51.500	9.400	vDMN
br1_H0351.2001	353	275-105	26	CX	4131	"paracentral lobule, posterior part, Right, bank of cingulate sulcus"	"paracentral lobule, posterior part, bank of cingulate sulcus"	"paracentral lobule, posterior part"	10.600	-51.700	42.000	vDMN
br1_H0351.2001	1073	275-112	12	CX	4027	"superior frontal gyrus, Right, lateral bank of gyrus"	"superior frontal gyrus, lateral bank of gyrus"	superior frontal gyrus	26.400	30.600	40.400	vDMN
br1_H0351.2001	985	275-111	18	CX	4027	"superior frontal gyrus, Right, lateral bank of gyrus"	"superior frontal gyrus, lateral bank of gyrus"	superior frontal gyrus	24.400	-5.800	48.300	Visuospatial
br1_H0351.2001	1001	275-111	18	CX	4033	"middle frontal gyrus, Right, superior bank of gyrus"	"middle frontal gyrus, superior bank of gyrus"	middle frontal gyrus	28.600	-5.600	52.900	Visuospatial
br1_H0351.2001	914	275-113	16	CX	4031	"middle frontal gyrus, Left, inferior bank of gyrus"	"middle frontal gyrus, inferior bank of gyrus"	middle frontal gyrus	-49.100	7.400	32.900	Visuospatial
br1_H0351.2001	898	275-113	16	CX	4012	"precentral gyrus, Left, bank of the precentral sulcus"	"precentral gyrus, bank of the precentral sulcus"	precentral gyrus	-48.200	2.700	31.500	Visuospatial
br1_H0351.2001	906	275-113	16	CX	4031	"middle frontal gyrus, Left, inferior bank of gyrus"	"middle frontal gyrus, inferior bank of gyrus"	middle frontal gyrus	-44.900	7.000	30.800	Visuospatial
br1_H0351.2001	193	275-104	30	CX	4099	"supraparietal lobule, Left, inferior bank of gyrus"	"supraparietal lobule, inferior bank of gyrus"	supraparietal lobule	-18.400	-70.300	52.600	Visuospatial
br1_H0351.2001	491	275-107	12	CX	4031	"middle frontal gyrus, Left, inferior bank of gyrus"	"middle frontal gyrus, inferior bank of gyrus"	middle frontal gyrus	-53.000	20.000	22.600	Visuospatial
br1_H0351.2001	469	275-106	24	CX	4089	"postcentral gyrus, Left, inferior lateral aspect of gyrus"	"postcentral gyrus, inferior lateral aspect of gyrus"	postcentral gyrus	-48.100	-35.500	53.300	Visuospatial
br1_H0351.2001	477	275-106	24	CX	4090	"postcentral gyrus, Left, bank of the posterior central sulcus"	"postcentral gyrus, bank of the posterior central sulcus"	postcentral gyrus	-35.500	-38.000	42.800	Visuospatial
br1_H0351.2001	498	275-106	24	CX	4143	"middle temporal gyrus, Left, inferior bank of gyrus"	"middle temporal gyrus, inferior bank of gyrus"	middle temporal gyrus	-50.900	-61.800	-4.700	Visuospatial
br1_H0351.2001	396	275-106	24	CX	4095	"postcentral gyrus, Right, bank of the posterior central sulcus"	"postcentral gyrus, bank of the posterior central sulcus"	postcentral gyrus	39.300	-41.200	46.300	Visuospatial
br1_H0351.2001	412	275-106	24	CX	4109	"supramarginal gyrus, Right, superior bank of gyrus"	"supramarginal gyrus, superior bank of gyrus"	supramarginal gyrus	41.400	-42.700	44.400	Visuospatial
br1_H0351.2001	594	275-118	22	CX	4077	"paracentral lobule, anterior part, Right, inferior bank of gyrus"	"paracentral lobule, anterior part, inferior bank of gyrus"	"paracentral lobule, anterior part"	5.900	-27.700	49.700	Z_restOfBrain
br1_H0351.2001	787	275-118	14	CX	4143	"middle temporal gyrus, Left, inferior bank of gyrus"	"middle temporal gyrus, inferior bank of gyrus"	middle temporal gyrus	-54.900	-11.500	-22.000	Z_restOfBrain
br1_H0351.2001	961	275-111	10	CX	4273	"Short Insular Gyri, Left"	Short Insular Gyri	Short Insular Gyri	-35.000	24.000	3.200	Z_restOfBrain
br1_H0351.2001	428	275-111	24	CX	4092	"postcentral gyrus, Right, bank of the central sulcus"	"postcentral gyrus, bank of the central sulcus"	postcentral gyrus	15.300	-32.500	64.300	Z_restOfBrain
br1_H0351.2001	969	275-111	22	CX	4201	"occipito-temporal gyrus, Left, inferior bank of gyrus"	"occipito-temporal gyrus, inferior bank of gyrus"	occipito-temporal gyrus	-47.500	-53.300	-18.500	Z_restOfBrain
